pays,annee,PIB
France,1986,774556302680.178
France,1987,938368438284.4047
France,1988,1023504019381.1254
France,1989,1030122352457.3308
France,1990,1275300566196.8438
France,1991,1275563306592.2568
France,1992,1408724907063.197
France,1993,1330094973361.1306
France,1994,1401636342155.0093
France,1995,1609892232882.1133
France,1996,1614245416078.9844
France,1997,1460709148123.1736
France,1998,1510758283299.9778
France,1999,1500275942893.6714
France,2000,1368438363736.8713
France,2001,1382218344519.0156
France,2002,1500337850555.242
France,2003,1848124153498.8713
France,2004,2124112242364.0427
France,2005,2203678646934.461
France,2006,2325011918203.488
France,2007,2663112510265.535
France,2008,2923465651091.2554
Georgia,1970,
Georgia,1971,
Georgia,1972,
Georgia,1973,
Georgia,1974,
Georgia,1975,
Georgia,1976,
Georgia,1977,
Georgia,1978,
Georgia,1979,
Georgia,1980,
Georgia,1981,
Georgia,1982,
Georgia,1983,
Georgia,1984,
Georgia,1985,
Georgia,1986,
Georgia,1987,
Georgia,1988,
Georgia,1989,
Georgia,1990,7753501867.760946
Georgia,1991,6357615894.039736
Georgia,1992,3690328963.640861
Georgia,1993,2701181331.3081627
Georgia,1994,2513870586.733439
Georgia,1995,2693731865.970364
Georgia,1996,3094915505.909298
Georgia,1997,3510540809.2485547
Georgia,1998,3613500117.249277
Georgia,1999,2800024313.951438
Georgia,2000,3057453482.5582576
Georgia,2001,3219487824.8791084
Georgia,2002,3395778673.791826
Georgia,2003,3991374548.5051155
Georgia,2004,5125273880.749976
Georgia,2005,6410941012.591887
Georgia,2006,7745406200.853741
Georgia,2007,10172869679.736605
Georgia,2008,12795044472.7663
Germany,1970,215021806498.15637
Germany,1971,249039217364.63504
Germany,1972,298667219346.13257
Germany,1973,396866742553.97
Germany,1974,443618642959.7158
Germany,1975,488780155338.26215
Germany,1976,517787921003.57306
Germany,1977,598226205424.0714
Germany,1978,737668356280.4285
Germany,1979,878010536975.7762
Germany,1980,946695355820.9597
Germany,1981,797443405711.8131
Germany,1982,773638200773.7568
Germany,1983,767768378016.0857
Germany,1984,722367608343.0692
Germany,1985,729763282952.4315
Germany,1986,1042300769791.9481
Germany,1987,1293264353318.8247
Germany,1988,1395931548502.0603
Germany,1989,1393674332154.3743
Germany,1990,1764967948916.5962
Germany,1991,1861873895109.0159
Germany,1992,2123130870381.9663
Germany,1993,2068555542410.9783
Germany,1994,2205966011811.498
Germany,1995,2591620035485.192
Germany,1996,2503665193657.3955
Germany,1997,2218689375140.988
Germany,1998,2243225519617.6504
Germany,1999,2199957383336.885
Germany,2000,1949953934033.5361
Germany,2001,1950648769574.944
Germany,2002,2079136081309.9944
Germany,2003,2505733634311.512
Germany,2004,2819245095604.6685
Germany,2005,2861410272354.1846
Germany,2006,3002446368084.3057
Germany,2007,3439953462907.199
Germany,2008,3752365607148.0884
Greece,1970,13139862500.0
Greece,1971,14591755681.818182
Greece,1972,16885506818.18182
Greece,1973,22347844649.021862
Greece,1974,25351305681.818184
Greece,1975,28525872476.089264
Greece,1976,31152840485.074627
Greece,1977,36176233117.48381
Greece,1978,44270203153.98887
Greece,1979,54481875804.9678
Greece,1980,56829663469.224625
Greece,1981,52346507380.0738
Greece,1982,54617991326.53061
Greece,1983,49428872678.01857
Greece,1984,48020024788.39178
Greece,1985,47820850974.58672
Greece,1986,56379593719.57157
Greece,1987,65652751132.360344
Greece,1988,76261278404.9964
Greece,1989,79169043642.46747
Greece,1990,97891090928.63284
Greece,1991,105143232379.88408
Greece,1992,116224673042.54558
Greece,1993,108809058858.50179
Greece,1994,116601802106.74158
Greece,1995,136878366230.328
Greece,1996,145861612825.59454
Greece,1997,143157600024.95944
Greece,1998,144428172835.2358
Greece,1999,142540728958.02258
Greece,2000,130133845771.14429
Greece,2001,136191353467.56152
Greece,2002,153830947016.75137
Greece,2003,201924270316.0271
Greece,2004,240521260988.32877
Greece,2005,247783001865.4396
Greece,2006,273317737046.79462
Greece,2007,318497936901.1771
Greece,2008,354460802548.7037
Guatemala,1970,1903999999.9999998
Guatemala,1971,1984800000.0
Guatemala,1972,2101300000.0000002
Guatemala,1973,2569200100.0
Guatemala,1974,3161499900.0
Guatemala,1975,3645900000.0
Guatemala,1976,4365300199.999999
Guatemala,1977,5480500200.000001
Guatemala,1978,6070600199.999999
Guatemala,1979,6902600200.0
Guatemala,1980,7878700000.0
Guatemala,1981,8607500300.0
Guatemala,1982,8716999700.0
Guatemala,1983,9050000400.0
Guatemala,1984,9470000100.0
Guatemala,1985,9721652086.956522
Guatemala,1986,7231963515.981734
Guatemala,1987,7084399840.0
Guatemala,1988,7841602824.427482
Guatemala,1989,8410724360.795455
Guatemala,1990,7650125217.352534
Guatemala,1991,9406097735.091173
Guatemala,1992,10440842165.319305
Guatemala,1993,11399942453.064556
Guatemala,1994,12983235568.229239
Guatemala,1995,14655487455.733305
Guatemala,1996,15674852771.135569
Guatemala,1997,17790095900.98086
Guatemala,1998,19395461989.539074
Guatemala,1999,18318512501.025578
Guatemala,2000,19288926545.37585
Guatemala,2001,18702802394.828594
Guatemala,2002,20776669466.605297
Guatemala,2003,21917706490.529922
Guatemala,2004,23965275995.721386
Guatemala,2005,27211377225.271484
Guatemala,2006,30231249362.060352
Guatemala,2007,34113107085.608536
Guatemala,2008,39136893345.15007
Hungary,1970,
Hungary,1971,
Hungary,1972,
Hungary,1973,
Hungary,1974,
Hungary,1975,
Hungary,1976,
Hungary,1977,
Hungary,1978,
Hungary,1979,
Hungary,1980,
Hungary,1981,
Hungary,1982,
Hungary,1983,
Hungary,1984,
Hungary,1985,
Hungary,1986,
Hungary,1987,
Hungary,1988,
Hungary,1989,
Hungary,1990,
Hungary,1991,34748508332.10678
Hungary,1992,38724945367.85828
Hungary,1993,40119073326.35733
Hungary,1994,43160392123.60531
Hungary,1995,46418916500.35357
Hungary,1996,46659796772.547325
Hungary,1997,47290180588.59934
Hungary,1998,48770466838.64913
Hungary,1999,49170434390.9949
Hungary,2000,47310623887.23195
Hungary,2001,53821315066.102356
Hungary,2002,67716887203.4136
Hungary,2003,85324771841.41177
Hungary,2004,104066609517.92836
Hungary,2005,113035361316.7487
Hungary,2006,115295199391.60608
Hungary,2007,139850794387.2811
Hungary,2008,157998423131.73938
Ireland,1970,4401259497.259497
Ireland,1971,5104355308.547336
Ireland,1972,6325627655.389458
Ireland,1973,7490132355.778507
Ireland,1974,7906317068.679801
Ireland,1975,9495165853.658537
Ireland,1976,9465078120.577414
Ireland,1977,11261810825.662867
Ireland,1978,14665538205.980066
Ireland,1979,18341273533.204384
Ireland,1980,21773901116.685547
Ireland,1981,20694944226.137657
Ireland,1982,21500471495.64051
Ireland,1983,20790917196.828815
Ireland,1984,20130728273.860336
Ireland,1985,21295485883.23478
Ireland,1986,28748959728.6986
Ireland,1987,33961141502.808987
Ireland,1988,37818133413.31734
Ireland,1989,39285384083.04498
Ireland,1990,49364680083.3659
Ireland,1991,49847127265.813156
Ireland,1992,55985505158.78333
Ireland,1993,52480251889.75462
Ireland,1994,57166035689.04594
Ireland,1995,69222624494.9495
Ireland,1996,75880630040.32259
Ireland,1997,82826141714.42216
Ireland,1998,90082029830.66054
Ireland,1999,98691939590.88004
Ireland,2000,99853528745.16309
Ireland,2001,109133515615.21254
Ireland,2002,127945378411.44363
Ireland,2003,164285114672.68622
Ireland,2004,193870345294.26373
Ireland,2005,211650759109.56348
Ireland,2006,232085533684.6067
Ireland,2007,269917518477.96332
Ireland,2008,275020018163.17566
Israel,1970,7045666666.666667
Israel,1971,6709000000.0
Israel,1972,8771500000.0
Israel,1973,11321750000.0
Israel,1974,16334250000.0
Israel,1975,15353833333.333334
Israel,1976,15176875000.0
Israel,1977,17365700000.0
Israel,1978,16836235294.117647
Israel,1979,21505200000.0
Israel,1980,24154568627.450977
Israel,1981,25568701754.385963
Israel,1982,27826057613.168724
Israel,1983,31079439501.779358
Israel,1984,29148462482.946793
Israel,1985,27493591483.58639
Israel,1986,34083532195.187527
Israel,1987,40946424369.7479
Israel,1988,50078767902.933266
Israel,1989,49881433990.81611
Israel,1990,58986997916.87333
Israel,1991,67530220218.5073
Israel,1992,75575902931.96698
Israel,1993,75954641355.42914
Israel,1994,86307135996.8118
Israel,1995,100343219506.52542
Israel,1996,109957321960.08397
Israel,1997,114724862033.97693
Israel,1998,115979230546.56456
Israel,1999,117189920211.60953
Israel,2000,132339311284.42842
Israel,2001,130706147870.74684
Israel,2002,121069378150.19629
Israel,2003,126864966908.9392
Israel,2004,135445033199.46452
Israel,2005,142462925574.34766
Israel,2006,153966916311.32455
Israel,2007,178706717752.7324
Israel,2008,215840354626.5329
Italy,1970,113021271995.04338
Italy,1971,124261125468.16478
Italy,1972,144780887782.2045
Italy,1973,174913182331.45135
Italy,1974,198906210777.017
Italy,1975,226944777283.51126
Italy,1976,223976030937.4273
Italy,1977,256746610489.35703
Italy,1978,314019078256.9017
Italy,1979,392378584945.23425
Italy,1980,475682506443.5903
Italy,1981,429282143246.4657
Italy,1982,425863251968.5039
Italy,1983,441580962901.5808
Italy,1984,436443280912.49725
Italy,1985,450725816042.9977
Italy,1986,638273986102.0912
Italy,1987,803055418882.5814
Italy,1988,888667913418.6254
Italy,1989,925598068021.4507
Italy,1990,1177326294440.8533
Italy,1991,1242109397533.9473
Italy,1992,1315806985860.1729
Italy,1993,1061445225790.5747
Italy,1994,1095590833693.5638
Italy,1995,1170787352906.2166
Italy,1996,1308929351236.0396
Italy,1997,1239050932241.928
Italy,1998,1266309245009.4792
Italy,1999,1248563179203.0684
Italy,2000,1141759996314.7227
Italy,2001,1162317852348.9934
Italy,2002,1266510634293.243
Italy,2003,1569649661399.5486
Italy,2004,1798314750434.5667
Italy,2005,1852661982340.505
Italy,2006,1942633797515.9954
Italy,2007,2203053380782.918
Italy,2008,2390729163615.058
Japan,1970,211514189326.3889
Japan,1971,238914956436.922
Japan,1972,316393344649.993
Japan,1973,429857320166.565
Japan,1974,477155786487.7218
Japan,1975,518855814542.72833
Japan,1976,583142956487.9742
Japan,1977,717696307916.6511
Japan,1978,1008391778690.2501
Japan,1979,1049578503045.0854
Japan,1980,1099692917412.746
Japan,1981,1215508719880.8538
Japan,1982,1129894523635.089
Japan,1983,1232343804284.168
Japan,1984,1309740021609.7422
Japan,1985,1400714806812.6462
Japan,1986,2075034242192.312
Japan,1987,2514283894261.862
Japan,1988,3050637784817.525
Japan,1989,3052315661954.8228
Japan,1990,3139974443543.0015
Japan,1991,3578139437172.0186
Japan,1992,3897826229662.8613
Japan,1993,4466565327401.262
Japan,1994,4907039384469.678
Japan,1995,5449116304981.097
Japan,1996,4833712542207.097
Japan,1997,4414732843544.432
Japan,1998,4032509760872.936
Japan,1999,4562078822335.453
Japan,2000,4887519660744.858
Japan,2001,4303544259842.7207
Japan,2002,4115116279069.767
Japan,2003,4445658071221.864
Japan,2004,4815148854362.112
Japan,2005,4755410630912.137
Japan,2006,4530377224970.399
Japan,2007,4515264514430.568
Japan,2008,5037908465114.4795
Kazakhstan,1970,
Kazakhstan,1971,
Kazakhstan,1972,
Kazakhstan,1973,
Kazakhstan,1974,
Kazakhstan,1975,
Kazakhstan,1976,
Kazakhstan,1977,
Kazakhstan,1978,
Kazakhstan,1979,
Kazakhstan,1980,
Kazakhstan,1981,
Kazakhstan,1982,
Kazakhstan,1983,
Kazakhstan,1984,
Kazakhstan,1985,
Kazakhstan,1986,
Kazakhstan,1987,
Kazakhstan,1988,
Kazakhstan,1989,
Kazakhstan,1990,26932728898.81461
Kazakhstan,1991,24881135586.39896
Kazakhstan,1992,24906939560.10984
Kazakhstan,1993,23409027475.687862
Kazakhstan,1994,21250839258.090054
Kazakhstan,1995,20374307047.114986
Kazakhstan,1996,21035357832.80192
Kazakhstan,1997,22165932062.96603
Kazakhstan,1998,22135245413.231174
Kazakhstan,1999,16870817134.776672
Kazakhstan,2000,18291990619.137
Kazakhstan,2001,22152694161.888237
Kazakhstan,2002,24636593223.346672
Kazakhstan,2003,30833699702.759407
Kazakhstan,2004,43151647002.60963
Kazakhstan,2005,57123671733.895256
Kazakhstan,2006,81003884545.40984
Kazakhstan,2007,104849886825.58414
Kazakhstan,2008,133441612246.79799
Kuwait,1970,2873984878.1853824
Kuwait,1971,3880370401.572592
Kuwait,1972,4451200972.940103
Kuwait,1973,5408293998.651382
Kuwait,1974,13004774556.616644
Kuwait,1975,12024138275.86207
Kuwait,1976,13131668946.648428
Kuwait,1977,14135729588.276342
Kuwait,1978,15500908760.450745
Kuwait,1979,24746019536.90304
Kuwait,1980,28638550499.445065
Kuwait,1981,25056672166.427544
Kuwait,1982,21577977770.059048
Kuwait,1983,20869434305.317326
Kuwait,1984,21697297872.34043
Kuwait,1985,21442619680.85106
Kuwait,1986,17903681693.048862
Kuwait,1987,22365734481.521347
Kuwait,1988,20692472759.85663
Kuwait,1989,24312117767.18856
Kuwait,1990,18427777777.77778
Kuwait,1991,11008793176.2223
Kuwait,1992,19858555214.72393
Kuwait,1993,23941391390.728477
Kuwait,1994,24848483838.38384
Kuwait,1995,27191689008.042896
Kuwait,1996,31493987641.95057
Kuwait,1997,30354434553.24761
Kuwait,1998,25941929461.942257
Kuwait,1999,30121879434.954006
Kuwait,2000,37711864406.779655
Kuwait,2001,34890772742.09326
Kuwait,2002,38137545245.14643
Kuwait,2003,47875838926.1745
Kuwait,2004,59440108585.00169
Kuwait,2005,80797945205.47946
Kuwait,2006,101550654720.88214
Kuwait,2007,114641097818.43771
Kuwait,2008,147395833333.33334
Kyrgyzstan,1970,
Kyrgyzstan,1971,
Kyrgyzstan,1972,
Kyrgyzstan,1973,
Kyrgyzstan,1974,
Kyrgyzstan,1975,
Kyrgyzstan,1976,
Kyrgyzstan,1977,
Kyrgyzstan,1978,
Kyrgyzstan,1979,
Kyrgyzstan,1980,
Kyrgyzstan,1981,
Kyrgyzstan,1982,
Kyrgyzstan,1983,
Kyrgyzstan,1984,
Kyrgyzstan,1985,
Kyrgyzstan,1986,
Kyrgyzstan,1987,
Kyrgyzstan,1988,
Kyrgyzstan,1989,
Kyrgyzstan,1990,2674000000.0
Kyrgyzstan,1991,2570833333.3333335
Kyrgyzstan,1992,2316562500.0
Kyrgyzstan,1993,2028295454.5454545
Kyrgyzstan,1994,1681006993.0069928
Kyrgyzstan,1995,1661018518.5185184
Kyrgyzstan,1996,1827570586.1678448
Kyrgyzstan,1997,1767864035.7194295
Kyrgyzstan,1998,1645963749.8314617
Kyrgyzstan,1999,1249062025.1380541
Kyrgyzstan,2000,1369693171.435038
Kyrgyzstan,2001,1525112241.8437595
Kyrgyzstan,2002,1605640633.4218886
Kyrgyzstan,2003,1919012780.9708598
Kyrgyzstan,2004,2211535311.628343
Kyrgyzstan,2005,2460248026.1778316
Kyrgyzstan,2006,2834168889.4201913
Kyrgyzstan,2007,3802566170.815435
Kyrgyzstan,2008,5139957784.91084
Latvia,1970,
Latvia,1971,
Latvia,1972,
Latvia,1973,
Latvia,1974,
Latvia,1975,
Latvia,1976,
Latvia,1977,
Latvia,1978,
Latvia,1979,
Latvia,1980,
Latvia,1981,
Latvia,1982,
Latvia,1983,
Latvia,1984,
Latvia,1985,
Latvia,1986,
Latvia,1987,
Latvia,1988,
Latvia,1989,
Latvia,1990,
Latvia,1991,
Latvia,1992,
Latvia,1993,
Latvia,1994,
Latvia,1995,5788368511.123788
Latvia,1996,5970044665.645738
Latvia,1997,6525676264.214856
Latvia,1998,7174985106.636482
Latvia,1999,7533187605.092482
Latvia,2000,7937758980.301274
Latvia,2001,8350252966.196553
Latvia,2002,9546441564.34743
Latvia,2003,11748433157.053253
Latvia,2004,14373269155.717443
Latvia,2005,16922504044.803984
Latvia,2006,21447021570.102833
Latvia,2007,30901399261.38695
Latvia,2008,35596016664.23038
Lithuania,1970,
Lithuania,1971,
Lithuania,1972,
Lithuania,1973,
Lithuania,1974,
Lithuania,1975,
Lithuania,1976,
Lithuania,1977,
Lithuania,1978,
Lithuania,1979,
Lithuania,1980,
Lithuania,1981,
Lithuania,1982,
Lithuania,1983,
Lithuania,1984,
Lithuania,1985,
Lithuania,1986,
Lithuania,1987,
Lithuania,1988,
Lithuania,1989,
Lithuania,1990,
Lithuania,1991,
Lithuania,1992,
Lithuania,1993,
Lithuania,1994,
Lithuania,1995,7870782260.516979
Lithuania,1996,8385109020.28485
Lithuania,1997,10120274492.878721
Lithuania,1998,11240360897.712559
Lithuania,1999,10972878636.167458
Lithuania,2000,11539211480.362537
Lithuania,2001,12252498921.018559
Lithuania,2002,14278357283.7419
Lithuania,2003,18802576988.15567
Lithuania,2004,22649930576.254345
Lithuania,2005,26125575942.28138
Lithuania,2006,30216060233.40444
Lithuania,2007,39738180076.62835
Lithuania,2008,47850551148.836525
Mauritius,1970,
Mauritius,1971,
Mauritius,1972,
Mauritius,1973,
Mauritius,1974,
Mauritius,1975,
Mauritius,1976,706991274.4144279
Mauritius,1977,827094668.0187067
Mauritius,1978,1019630847.1111255
Mauritius,1979,1216229419.3180199
Mauritius,1980,1136543003.2664
Mauritius,1981,1147192916.6899793
Mauritius,1982,1082939379.1676247
Mauritius,1983,1094857357.6395414
Mauritius,1984,1044928624.7400419
Mauritius,1985,1080642033.3495226
Mauritius,1986,1469046114.7745497
Mauritius,1987,1888754655.1536708
Mauritius,1988,2143484487.6727414
Mauritius,1989,2191096860.286692
Mauritius,1990,2653480001.345578
Mauritius,1991,2856890680.6028504
Mauritius,1992,3224267547.8050785
Mauritius,1993,3263368410.018132
Mauritius,1994,3558137040.37772
Mauritius,1995,4040345933.292306
Mauritius,1996,4421943910.49749
Mauritius,1997,4187367601.7343144
Mauritius,1998,4169664285.386805
Mauritius,1999,4291172815.6342063
Mauritius,2000,4582555124.649518
Mauritius,2001,4536538210.667609
Mauritius,2002,4767303153.995061
Mauritius,2003,5609831328.064799
Mauritius,2004,6385695187.0102005
Mauritius,2005,6283803256.012638
Mauritius,2006,7028803365.7015085
Mauritius,2007,8150138757.15741
Mauritius,2008,9990370016.307709
Mexico,1970,35541712000.0
Mexico,1971,39200880000.0
Mexico,1972,45178120000.0
Mexico,1973,55271304000.0
Mexico,1974,71976544000.0
Mexico,1975,88003984000.0
Mexico,1976,89023915584.41559
Mexico,1977,81825783185.84071
Mexico,1978,102517451754.38596
Mexico,1979,134540324561.4035
Mexico,1980,194356826086.9565
Mexico,1981,250083020408.16327
Mexico,1982,173720851063.8298
Mexico,1983,148866910907.57703
Mexico,1984,175632157330.15494
Mexico,1985,184473106267.02997
Mexico,1986,129440194508.00916
Mexico,1987,140263679436.94675
Mexico,1988,183144268180.0185
Mexico,1989,222977035953.68677
Mexico,1990,262709776007.96414
Mexico,1991,314453890803.07446
Mexico,1992,363609256195.67676
Mexico,1993,503962832199.2553
Mexico,1994,527318753518.41425
Mexico,1995,343792792161.26117
Mexico,1996,397404140458.4572
Mexico,1997,480554644187.6618
Mexico,1998,502010250656.7426
Mexico,1999,579459682649.2616
Mexico,2000,683647965226.9554
Mexico,2001,724703603502.3495
Mexico,2002,741559509631.3173
Mexico,2003,713284231624.8031
Mexico,2004,770267585947.1913
Mexico,2005,866345821213.2612
Mexico,2006,965281191371.8438
Mexico,2007,1043471321169.0854
Mexico,2008,1101275278668.7874
Moldova,1970,
Moldova,1971,
Moldova,1972,
Moldova,1973,
Moldova,1974,
Moldova,1975,
Moldova,1976,
Moldova,1977,
Moldova,1978,
Moldova,1979,
Moldova,1980,
Moldova,1981,
Moldova,1982,
Moldova,1983,
Moldova,1984,
Moldova,1985,
Moldova,1986,
Moldova,1987,
Moldova,1988,
Moldova,1989,
Moldova,1990,
Moldova,1991,
Moldova,1992,
Moldova,1993,
Moldova,1994,
Moldova,1995,1752975841.3591602
Moldova,1996,1695130456.5217392
Moldova,1997,1930071406.9264069
Moldova,1998,1639497206.7039106
Moldova,1999,1170785047.7946067
Moldova,2000,1288429150.5139382
Moldova,2001,1480656884.3846178
Moldova,2002,1661818168.4226036
Moldova,2003,1980901553.5122573
Moldova,2004,2598231467.4367104
Moldova,2005,2988338439.3155336
Moldova,2006,3408272498.115162
Moldova,2007,4401154128.122966
Moldova,2008,6054806100.846806
Netherlands,1970,37677621537.7123
Netherlands,1971,44010160463.65915
Netherlands,1972,54008338917.87971
Netherlands,1973,70924006306.16428
Netherlands,1974,86129928026.88745
Netherlands,1975,98970041042.17497
Netherlands,1976,107775403067.17787
Netherlands,1977,125395875998.92252
Netherlands,1978,153870462415.97067
Netherlands,1979,177376289135.44986
Netherlands,1980,192661371425.40457
Netherlands,1981,162039376225.38196
Netherlands,1982,156456858050.6726
Netherlands,1983,151487045479.1136
Netherlands,1984,142075910370.87912
Netherlands,1985,142009922306.26328
Netherlands,1986,198298498021.22687
Netherlands,1987,241918791122.7154
Netherlands,1988,258567751142.8253
Netherlands,1989,255039560739.89398
Netherlands,1990,314267667675.17847
Netherlands,1991,323320449905.70483
Netherlands,1992,358330385839.599
Netherlands,1993,349037818106.3123
Netherlands,1994,374291430318.4405
Netherlands,1995,446528959648.64124
Netherlands,1996,445704575163.3987
Netherlands,1997,412199006098.93835
Netherlands,1998,432476116418.57367
Netherlands,1999,441975282335.3931
Netherlands,2000,412807259996.31476
Netherlands,2001,426573601789.70917
Netherlands,2002,465368906455.863
Netherlands,2003,571863431151.2416
Netherlands,2004,650532654581.5743
Netherlands,2005,678533764457.157
Netherlands,2006,726649102998.369
Netherlands,2007,839419655078.0181
Netherlands,2008,936228211513.1097
New Zealand,1970,
New Zealand,1971,7912290825.158684
New Zealand,1972,9567331064.657269
New Zealand,1973,12802281897.871157
New Zealand,1974,13940981798.124657
New Zealand,1975,12861983284.391235
New Zealand,1976,13604832424.006235
New Zealand,1977,15446825318.455614
New Zealand,1978,18530518394.64883
New Zealand,1979,20730241410.39768
New Zealand,1980,23245512449.334106
New Zealand,1981,24417617184.247772
New Zealand,1982,24164603058.994904
New Zealand,1983,24308622502.62881
New Zealand,1984,21665456808.047287
New Zealand,1985,24680306905.370842
New Zealand,1986,30605196451.204056
New Zealand,1987,40377592076.756424
New Zealand,1988,45176167471.81965
New Zealand,1989,43920222524.70853
New Zealand,1990,45495727006.51408
New Zealand,1991,42745329732.16296
New Zealand,1992,41649298170.991066
New Zealand,1993,46775067750.677505
New Zealand,1994,55315342817.0218
New Zealand,1995,63918703506.90754
New Zealand,1996,70140835299.01485
New Zealand,1997,66074513017.71417
New Zealand,1998,56227169851.04479
New Zealand,1999,58761741657.58472
New Zealand,2000,52623281956.70312
New Zealand,2001,53872425916.62481
New Zealand,2002,66628222189.36369
New Zealand,2003,88250885550.26262
New Zealand,2004,103905882352.94118
New Zealand,2005,114719425473.49153
New Zealand,2006,111606899682.25148
New Zealand,2007,137314617476.29897
New Zealand,2008,133279679482.67378
Norway,1970,12814123115.261309
Norway,1971,14583114840.062925
Norway,1972,17358610849.70098
Norway,1973,22534253702.86864
Norway,1974,27145693810.134125
Norway,1975,32877805200.02296
Norway,1976,35942270686.337395
Norway,1977,41508030431.10735
Norway,1978,46523091009.671326
Norway,1979,53132244623.92133
Norway,1980,64439382896.01556
Norway,1981,63596654760.867676
Norway,1982,62647195537.65107
Norway,1983,61627240831.09479
Norway,1984,62057955032.77583
Norway,1985,65416879914.390724
Norway,1986,78693253275.99496
Norway,1987,94230055658.62709
Norway,1988,101900260856.22218
Norway,1989,102633789557.53494
Norway,1990,119791683307.50676
Norway,1991,121872464483.48734
Norway,1992,130838040067.58388
Norway,1993,120579072750.59557
Norway,1994,127131461119.92746
Norway,1995,152027402449.80426
Norway,1996,163517783497.16272
Norway,1997,161354369892.83795
Norway,1998,154165219811.53333
Norway,1999,162286003692.68643
Norway,2000,171315639982.7308
Norway,2001,174003247439.30515
Norway,2002,195418347152.9848
Norway,2003,228752436371.8539
Norway,2004,264357494659.3876
Norway,2005,308722079937.9123
Norway,2006,345424664369.3575
Norway,2007,401082621082.6211
Norway,2008,462554432624.1135
Panama,1970,1351006400.0
Panama,1971,1523917200.0
Panama,1972,1673411700.0
Panama,1973,1913793400.0
Panama,1974,2188307600.0
Panama,1975,2435304100.0
Panama,1976,2588106000.0
Panama,1977,2738261900.0
Panama,1978,3244558600.0
Panama,1979,3704551600.0
Panama,1980,4614086400.0
Panama,1981,5222421500.0
Panama,1982,5769767900.0
Panama,1983,5923755900.0
Panama,1984,6183387100.0
Panama,1985,6541517100.0
Panama,1986,6797834200.0
Panama,1987,6827665300.0
Panama,1988,5902783400.0
Panama,1989,5918469800.0
Panama,1990,6433967000.0
Panama,1991,7074675500.0
Panama,1992,8042337700.0
Panama,1993,8782585400.0
Panama,1994,9365289800.0
Panama,1995,9573813700.0
Panama,1996,9870494000.0
Panama,1997,10677286100.0
Panama,1998,11575486400.0
Panama,1999,12130252200.0
Panama,2000,12304115000.0
Panama,2001,12502013400.0
Panama,2002,12994310400.0
Panama,2003,13693981200.0
Panama,2004,15013381700.0
Panama,2005,16374393900.0
Panama,2006,18141666300.0
Panama,2007,20958000000.0
Panama,2008,24522200000.0
Paraguay,1970,548758098.4126984
Paraguay,1971,609047284.9206349
Paraguay,1972,697291727.7777778
Paraguay,1973,889357059.5238096
Paraguay,1974,1199618980.1587303
Paraguay,1975,1351889403.1746032
Paraguay,1976,1540820245.2380953
Paraguay,1977,1912353339.6825397
Paraguay,1978,2350329157.142857
Paraguay,1979,3135123879.3650794
Paraguay,1980,4094810488.095238
Paraguay,1981,5219516810.31746
Paraguay,1982,5067450002.205882
Paraguay,1983,5237432542.465754
Paraguay,1984,4067222369.3065248
Paraguay,1985,2966234106.19469
Paraguay,1986,3439716561.654426
Paraguay,1987,3778316380.239521
Paraguay,1988,4082625952.7380953
Paraguay,1989,4599970618.443477
Paraguay,1990,5695201563.424948
Paraguay,1991,6984367762.903712
Paraguay,1992,7157424031.060454
Paraguay,1993,7249533620.30614
Paraguay,1994,7870982170.982171
Paraguay,1995,9062131307.882751
Paraguay,1996,9788391732.828993
Paraguay,1997,9965225496.588394
Paraguay,1998,9024567484.2013
Paraguay,1999,8392549702.315113
Paraguay,2000,8195993230.742754
Paraguay,2001,7662595075.902413
Paraguay,2002,6325151760.066896
Paraguay,2003,6588103836.347391
Paraguay,2004,8033877360.416966
Paraguay,2005,8734653809.495605
Paraguay,2006,10646157920.320862
Paraguay,2007,13794910633.851755
Paraguay,2008,18504130752.992188
Philippines,1970,6687204834.368705
Philippines,1971,7408305735.653093
Philippines,1972,8017468688.200396
Philippines,1973,10082885603.066767
Philippines,1974,13781139969.651882
Philippines,1975,14893969287.655735
Philippines,1976,17097563270.29824
Philippines,1977,19648106122.00789
Philippines,1978,22706155475.304787
Philippines,1979,27502168726.957275
Philippines,1980,32450541843.06521
Philippines,1981,35646416952.5425
Philippines,1982,37140163934.42623
Philippines,1983,33212180658.165882
Philippines,1984,31408492876.691
Philippines,1985,30734335448.99045
Philippines,1986,29868339080.826267
Philippines,1987,33195933429.600784
Philippines,1988,37885440418.683365
Philippines,1989,42575183905.560646
Philippines,1990,44311593755.78453
Philippines,1991,45417561302.24975
Philippines,1992,52976344928.9564
Philippines,1993,54368083953.111916
Philippines,1994,64084460124.46436
Philippines,1995,74119987244.50114
Philippines,1996,82848140618.02661
Philippines,1997,82344260570.66849
Philippines,1998,72207025219.47522
Philippines,1999,82995147089.97415
Philippines,2000,81026297144.27951
Philippines,2001,76262072022.215
Philippines,2002,81357602950.18176
Philippines,2003,83908206456.06448
Philippines,2004,91371239764.8818
Philippines,2005,103071585462.59904
Philippines,2006,122210719245.9022
Philippines,2007,149359920005.894
Philippines,2008,174195135053.12106
Poland,1970,
Poland,1971,
Poland,1972,
Poland,1973,
Poland,1974,
Poland,1975,
Poland,1976,
Poland,1977,
Poland,1978,
Poland,1979,
Poland,1980,
Poland,1981,
Poland,1982,
Poland,1983,
Poland,1984,
Poland,1985,
